DISTRICTNAME,UNITNAME,Crime_No,Year,RI,Noofvehicle_involved,Accident_Classification,Accident_Spot,Accident_Location,Accident_SubLocation,Accident_SpotB,Main_Cause,Hit_Run,Severity,Collision_Type,Junction_Control,Road_Character,Road_Type,Surface_Type,Surface_Condition,Road_Condition,Weather,Lane_Type,Road_Markings,Spot_Conditions,Side_Walk,Collision_TypeB,Accident_Road,Landmark_first,landmark_second,Distance_LandMark_First,Distance_LandMark_Second,Accident_Description,Latitude,Longitude,Time
Vijayanagara,Harapanahalli PS,10438011520200012,2020,1,2,Road Accidents,Cross roads,Rural Areas,Residential area,Straight and flat,Vehicle Defect,No,Simple Injury,Vehicle to Vehicle,Uncontrolled,Curve,State Highway,Bitumen(Tar),Dry,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Paved,Others,arasikere to harapanahalli road,near water tank devarathimmalapura,,3 kms,,ಪಂಚನಾಮೆ ಜರುಗಿಸಿದೆ,14.784686,75.984258,06:53:35 PM
Vijayanagara,Harapanahalli PS,10438011520200014,2020,1,1,Road Accidents,Other,Rural Areas,Open area,Other,Human Error,Yes,Simple Injury,Hit pedestrian,Uncontrolled,Straight and flat,State Highway,Bitumen(Tar),Dry,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Harihara-Hosapet Road,Harihara Harapanahalli Road,Near KSRTC Depot,03 KM,,ಜಪ್ತು ಪಂಚನಾಮೆ ಜರುಗಿಸಿರುತ್ತದೆ.,14.781467,75.973787,09:32:21 PM
Vijayanagara,Harapanahalli PS,10438011520200007,2020,1,1,Road Accidents,Other,Rural Areas,Open area,Straight and flat,Human Error,No,Simple Injury,Hit pedestrian,Uncontrolled,Straight and flat,State Highway,Bitumen(Tar),Wet,Not Applicable,Clear,SingleLane,Centre Broken Line,Centre Broken Line,Concrete,Others,Harihara-Hosapet Road,Harihara Harapanahalli Road,Near Bhyrapura Cross,17 KMs,,ಕೃತ್ಯ ನಡೆದ ಸ್ಥಳದ ಪಂಚನಾಮೆ ಜರುಗಿಸಿರುತ್ತದೆ.,14.738331,75.909524,07:05:39 PM
Vijayanagara,Harapanahalli PS,10438011520200022,2020,1,1,Not Applicable,Narrow road,Rural Areas,Open area,Other,Not Applicable,No,Grievous Injury,Others,Uncontrolled,Incline,State Highway,Not Applicable,Others,Not Applicable,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Harapanahalli bendigere road,bendigere road,,05,,ಪೂರ್ವಕ್ಕೆ  ಕಿರು ಸೇತುವೆ ಅದರಾಚೆಗೆ ಗುಡಿ ಬೆಟ್ಟಪ್ಪ ಜಮೀನು ಪಶ್ಚಿಮಕ್ಕೆ ಜೀವಪ್ಪನರ ಕಟ್ಟೆ ಉತ್ತರಕ್ಕೆ ದಕ್ಷಿಣಕ್ಕೆ ಹರಪನಹಳ್ಲಿ ಬೆಂಡಿಗೆರೆ ರಸ್ತೆ ಇರುತ್ತದೆ.,14.722108,75.993247,04:38:46 AM
Vijayanagara,Harapanahalli PS,10438011520200011,2020,1,1,Road Accidents,Other,Rural Areas,Open area,Straight and flat,Human Error,No,Grievous Injury,Others,Uncontrolled,Straight and flat,State Highway,Bitumen(Tar),Dry,Not Applicable,Clear,SingleLane,Centre Broken Line,Others,Concrete,Others,Harapanahalli Holalu Road,Near Mylaralingeshwara Temple,Near Yallapura,03 KMs,,ಕೃತ್ಯ ನಡೆದ ಸ್ಥಳದ ಪಂಚನಾಮೆ ಜರುಗಿಸಿರುತ್ತದೆ.,14.799269,75.96325,03:31:43 PM
Vijayanagara,Harapanahalli PS,10438011520200006,2020,1,1,Rail Road Accidents,Circle,City/Town,Open area,Other,Human Error,No,Fatal,Hit pedestrian,Uncontrolled,Incline,State Highway,Bitumen(Tar),Dry,No influence on accident,Clear,DualLane,Centre Broken Line,Centre Broken Line,Asphalted,Others,Harihara-Hospet,IB Circle,,1,,ಹರಪನಹಳ್ಳಿ ಪಟ್ಟಣದ ಐ.ಬಿ ಸರ್ಕಲ್ ಹತ್ತಿರದ ಬ್ರಿಡ್ಜ್ ಸಮೀಪ ಹರಿಹರ-ಹೊಸಪೇಟೆ ರಸ್ತೆಯಲ್ಲಿ,14.794972,75.991,04:13:13 PM
Vijayanagara,Harapanahalli PS,10438011520200018,2020,1,1,Road Accidents,Other,Rural Areas,Open area,Straight and flat,Human Error,No,Grievous Injury,Others,Uncontrolled,Others,State Highway,Bitumen(Tar),Others,Not Applicable,Clear,SingleLane,Centre Broken Line,Centre Broken Line,Concrete,Others,Harapanahalli Hadagali Road,Harapanahalli Hadagali Road,Near Kanahalli,15 KM,,ಜಪ್ತು ಪಂಚನಾಮೆ ಜರುಗಿಸಿರುತ್ತದೆ.,14.887925,75.955759,12:08:28 PM
Vijayanagara,Harapanahalli PS,10438011520200001,2020,1,2,Road Accidents,Junction,Rural Areas,Open area,Other,Human Error,Yes,Fatal,Vehicle to Vehicle,No signal lights,Hump,State Highway,Bitumen(Tar),Dry,No influence on accident,Clear,DualLane,Centre Broken Line,Centre Broken Line,Concrete,Side swipe,Harihara-Hospet,Kanavihalli Village,,10,,ದಿನಾಂಕ: 03.01.2020 ರಂದು ಸಂಜೆ 7.30 ಗಂಟೆ ಸಮಯದಲ್ಲಿ ಹರಪನಹಳ್ಳಿ ತಾ|| ಕಣವಿಹಳ್ಳಿ ಗ್ರಾಮದ ಸಮೀಪದ ಹೊನ್ನಪ್ಪ ರವರ ಜಮೀನಿನ ಹತ್ತಿರ ಹರಪನಹಳ್ಳಿ-ಹೊಸಪೇಟೆ ಮುಖ್ಯ ರಸ್ತೆಯಲ್ಲಿ KA35EK5873 ನೇ ಮೋಟಾರ್ ಬೈಕಿಗೆ KA35M2323 ನೇ ಕಾರ್ ಡಿಕ್ಕಿ ಹೊಡೆದ ಪರಿಣಾಮ ಬೈಕ್ ಸವಾರ ಮಂಜುನಾಥ ರವರು ಮೃತಪಟ್ಟು ಹಿಂಬದಿ ಸವಾರ ಹೃದಯನು ಗಾಯಗೊಂಡಿರುತ್ತಾನೆ.,14.864101,76.011825,10:41:05 PM
Vijayanagara,Harapanahalli PS,10438011520200032,2020,1,1,Road Accidents,Curves,Rural Areas,Open area,Curve,Human Error,No,Fatal,Others,Uncontrolled,Curve,State Highway,Bitumen(Tar),Dry,No influence on accident,Clear,DualLane,Centre Broken Line,Others,Asphalted,Side swipe,Harapanahalli-Kanchikere,Near Sub Jail,,6,,ದಿನಾಂಕ 26.02.2020 ರಂದು ಮಧ್ಯಾಹ್ನ 1.15 ಗಂಟೆ ಸುಮಾರಿಗೆ ಹರಪನಹಳ್ಳಿ ತಾ|| ಕಾಂಭಟ್ರಹಳ್ಳಿ ಗ್ರಾಮದ ಸಮೀಪ ಹರಪನಹಳ್ಳಿ-ಬೆಂಡಿಗೆರೆ-ಕಂಚಿಕೆರೆ ರಾಜ್ಯ ಹೆದ್ದಾರಿ ರಸ್ತೆಯಲ್ಲಿ,14.717475,75.991308,07:59:07 AM
Vijayanagara,Harapanahalli PS,10986011520220008,2022,1,1,Road Accidents,Curves,Rural Areas,Residential area,Curve,Human Error,No,Fatal,Hit pedestrian,Uncontrolled,Curve,State Highway,Bitumen(Tar),Others,Not Applicable,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,"Near Prabhu Shop, Nandibevuru Village, Harapanahalli-Hosapete Road",Near Prabhu Shop,,15 Kms,,"Near Prabhu Shop, Nandibevuru Village, Harapanahalli-Hosapete Road",14.905774,76.05231,05:10:28 PM
Vijayanagara,Harapanahalli PS,10986011520220080,2022,1,2,Road Accidents,Curves,City/Town,Near School or College,Curve,Not Applicable,No,Grievous Injury,Vehicle to Vehicle,Uncontrolled,Curve,State Highway,Bitumen(Tar),Dry,Not Applicable,Others,DualLane,Centre Broken Line,Others,Not Applicable,Others,STATE HIGHWAY,ADB COLLEGE,,2 KM,,"ಹರಪನಹಳ್ಳಿ-ಹರಿಹರ ರಸ್ತೆಯಲ್ಲಿ,ಎ.ಡಿ.ಬಿ. ಕಾಲೇಜು ನಂತರದ ತಿರುವಿನಲ್ಲಿ ಫಿರ್ಯಾದಿ ಚಲಾಯಿಸುತ್ತಿದ್ದ ಕಾರಿಗೆ ಹರಿಹರ ಕಡೆಯಿಂದ ಬಂದ ಖಾಸಗೀ ಬಸ್ಸು ಚಾಲಕ ಅತಿವೇಗ ಅಜಾಗರೂಕತೆಯಿಂದ ಬಸ್ ಚಲಾಯಿಸಿಕೊಂಡು ಬಂದು ಕಾರಿಗೆ ಡಿಕ್ಕಿ ಪಡಿಸಿದ್ದು ಕಾರಿನ ಮುಂಬಾಗ ಸಂಪೂರ್ಣ ಜಖಂಗೊಂಡಿರುತ್ತದೆ.",14.783943306731,75.980233004056,04:54:24 PM
Vijayanagara,Harapanahalli PS,10986011520230183,2023,1,1,Not Applicable,Other,City/Town,Open area,Straight and flat,Human Error,Not Applicable,Grievous Injury,Hit pedestrian,Uncontrolled,Others,Others,Not Applicable,Others,Not Applicable,Very Hot,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,152,25,,15,,ವಿಜಯನಗರ ಜಿಲ್ಲೆ ಹರಪನಹಳ್ಳಿ ಪೊಲೀಸ್ ಠಾಣಾ ವ್ಯಾಪ್ತಿಯ ಹರಪನಹಳ್ಳಿ ಪಟ್ಟಣದ ಐ.ಬಿ.ಸರ್ಕಲ್ನಿಂದ ಕೊಟ್ಟೂರು ಸರ್ಕಲ್ ಹೋಗುವ ಬೈಪಾಸ್ ರಸ್ತೆಯಲ್ಲಿ ಹೆಗ್ಗಪ್ಪರ ತಿಂದಪ್ಪ ಎಂಬುವವರ ವಾಸದ ಮನೆ ಮುಂದೆ,14.788431,75.979291,03:16:27 PM
Vijayanagara,Harapanahalli PS,10986011520230216,2023,1,2,Road Accidents,Narrow road,Rural Areas,Near Petrol Pump,Other,Human Error,Not Applicable,Fatal,Vehicle to Vehicle,Uncontrolled,Straight and flat,State Highway,Bitumen(Tar),Others,Not Applicable,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Head on,"Near Padmamba Petrol Bunk Harihara Road,",Near Padmamba Petrol Bunk,,1.5 Km,,"On SH-25, Near Padmamba Petrol Bunk, Harihara Road,  Harapanahalli-Harihara Road",14.782101,75.975134,05:59:20 PM
Vijayanagara,Harapanahalli PS,10986011520230245,2023,1,1,Road Accidents,Narrow road,Rural Areas,At pedestrian Crossing,Other,Human Error,Not Applicable,Fatal,Hit pedestrian,Uncontrolled,Others,State Highway,Bitumen(Tar),Others,Not Applicable,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Near Nandi Resort & Hemanthappa Ittigi Bhatti,Near Nandi Resort & Hemanthappa Ittigi Bhatti,,06 Kms,,"On SH-25, Near Nandi Resort & Hemanthappa Ittigi Bhatti, Harapanahalli-Hosapete Road.",14.795041,75.987841,09:23:56 AM
Vijayanagara,Harapanahalli PS,10986011520230250,2023,1,1,Road Accidents,Cross roads,Rural Areas,Open area,Curve,Human Error,No,Simple Injury,Others,Uncontrolled,Curve,State Highway,Bitumen(Tar),Dry,Not Applicable,Fine,Others,Centre Broken Line,Centre Broken Line,Concrete,Overturning,cross,Pool,,35,,ಪಂಚನಾಮೆ ಜರುಗಿಸಿದೆ,14.81661,75.903135,01:57:41 AM
Vijayanagara,Harapanahalli PS,10986011520230251,2023,1,2,Road Accidents,Offset,Rural Areas,Near Petrol Pump,Other,Not Applicable,Not Applicable,Simple Injury,Vehicle to Vehicle,Uncontrolled,Hump,State Highway,Bitumen(Tar),Dry,Not Applicable,Fine,Others,Centre Broken Line,Centre Broken Line,Concrete,Hit pedal cyclist,47,47,,15,,ಹರಪನಹಳ್ಳಿ ಪೊಲೀಸ್ ಠಾಣಾ ವ್ಯಾಪ್ತಿಯ ಹಡಗಲಿ-ಹರಪನಹಳ್ಳಿ ರಸ್ತೆಯ ಪಕ್ಕದಲ್ಲಿ ಪೂಜಾರ ಬಣಕಾರ ಬಸವಲಿಂಗಪ್ಪರವರ ಜಮೀನಿನ ಹತ್ತಿರ,14.783248,75.908745,08:28:55 AM
Vijayanagara,Harapanahalli PS,10986011520230112,2023,1,1,Rail Road Accidents,Narrow road,Rural Areas,Open area,Other,Human Error,No,Simple Injury,Hit pedestrian,Uncontrolled,Others,State Highway,Bitumen(Tar),Dry,Drainage Ditch,Fine,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Harakanahal To Holalu Road,Near chanukya School,,6 Kms,,ಹರಪನಹಳ್ಳಿ ಪೊಲೀಸ್ ಠಾಣಾ ಸರಹದ್ದಿನ ಹರಪನಹಳ್ಳಿ –ಹೊಳಲು ತಾರ್ ರಸ್ತೆಯ ಯಲ್ಲಾಪುರ ಕೊರಚರ ಹಟ್ಟಿ ಗ್ರಾಮದ ಹತ್ತಿರ ಬರುವ ಚಾಣುಕ್ಯಾ ಇಂಗ್ಲೀಷ್ ಮಿಡಿಯಂ ಸ್ಕೂಲ್  ಬಳಿ,14.785522,75.987354,03:25:59 AM
Vijayanagara,Harapanahalli PS,10986011520230171,2023,1,2,Road Accidents,Narrow road,Rural Areas,Open area,Other,Human Error,Yes,Fatal,Vehicle to Vehicle,Uncontrolled,Others,Service Road,Bitumen(Tar),Others,Not Applicable,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Hit and Run,Near Jogappa Land,Near Jogappa Land,,07 Kms,,"On MDR, Near Bagali Village, Jogappa Land,  Bagali-Shrungarathota Village Road.",14.835076,75.99554,11:00:13 PM
Vijayanagara,Harapanahalli PS,10986011520230258,2023,1,1,Road Accidents,Narrow road,Rural Areas,Near Bus stop,Other,Human Error,Not Applicable,Fatal,Hit pedestrian,Uncontrolled,Others,State Highway,Bitumen(Tar),Others,Not Applicable,Fine,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Near Hosalli Cross,Near Hosalli Cross,,12 Kms,,"Near Hosalli Cross, Harapanahalli-Harakanalu Road",14.833203,75.859357,07:16:49 AM
Vijayanagara,Harapanahalli PS,10986011520230145,2023,1,1,Road Accidents,Narrow road,Rural Areas,Open area,Bridge,Human Error,No,Fatal,Others,Uncontrolled,Straight and flat,Others,Concrete,Dry,Not Applicable,Fine,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,"Near Holeman Sab Land, Harapanahalli-Kayakadahalli Road",Near Holeman Sab Land,,05 Kms,,"Near Holeman Sab Land, Harapanahalli-Kayakadahalli Road",14.811889,76.006755,09:03:13 AM
Vijayanagara,Harapanahalli PS,10986011520230154,2023,1,1,Road Accidents,Narrow road,Rural Areas,Open area,Straight and flat,Human Error,No,Fatal,Others,Uncontrolled,Straight and flat,State Highway,Bitumen(Tar),Others,Pot holed,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Side swipe,"On SH-02-, Near Jeenappana Katte",jeenappana Katte Bus Stop,,3 Kms,,"On SH-02-, Near Jeenappana Katte,  Harapanahalli-Kanchikeri Road",14.746594,75.99548,03:40:08 PM
Vijayanagara,Harapanahalli PS,10986011520230218,2023,1,2,Road Accidents,Curves,Rural Areas,Open area,Curve,Road Environment Defect,No,Grievous Injury,Vehicle to Vehicle,Uncontrolled,Curve and Incline,Major District Road,Bitumen(Tar),Dry,Not Applicable,Fine,Others,Centre Broken Line,Centre Broken Line,Concrete,Head on,152,25,,2,,ಅಪಘಾತ ನಡೆದ ಸ್ಥಳ ಪಂಚನಾಮೆ           ದಿನಾಂಕ :- 03.11.2023 ರಂದು ವಿಜಯನಗರ ಜಿಲ್ಲೆ ಹರಪನಹಳ್ಳಿ ಪೊಲೀಸ್ ಠಾಣಾ ವ್ಯಾಪ್ತಿಯ ಹರಪನಹಳ್ಳಿ-ಕಂಚಿಕೆರೆ-ದಾವಣಗೆರೆ ರಸ್ತೆಯ ರಾಜ್ಯ ಹೆದ್ದಾರಿ-150 ರಲ್ಲಿನ ಹರಪನಹಳ್ಳಿ ಪಟ್ಟಣದಿಂದ ಕಣಿವೆ ಗುಡ್ಡದ ಮೇಲೆ ಕಟ್ಗಿ ಬಷೀರ್ ಸಾಬ್ ಮತ್ತು ಸುರೇಶ ಎಂಬುವವರ ಜಮೀನಿನ ಮಧ್ಯೆ ರಸ್ತೆಯಲ್ಲಿ,14.785522,75.986472,03:25:13 PM
Vijayanagara,Harapanahalli PS,10986011520230224,2023,1,2,Road Accidents,Narrow road,Rural Areas,Open area,Other,Human Error,Not Applicable,Fatal,Vehicle to Vehicle,Uncontrolled,Others,State Highway,Bitumen(Tar),Dry,Not Applicable,Fine,Others,Centre Broken Line,Centre Broken Line,Concrete,Head on,Near ShrungarathotaVillage Kotagi Buden Sab Land,Near ShrungarathotaVillage,,06 Kms,,"On SH-25, Near ShrungarathotaVillage Kotagi Buden Sab Land,  Harapanahalli-Hosapete Road",14.20371,76.0006,05:06:48 AM
Vijayanagara,Harapanahalli PS,10986011520230234,2023,1,1,Road Accidents,Narrow road,Rural Areas,Open area,Other,Human Error,No,Fatal,Others,Uncontrolled,Straight and flat,Others,Bitumen(Tar),Others,Not Applicable,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Near Pujara Malleppa Land Harakanalu Village,Near Pujara Malleppa Land Harakanalu Village,,20 Kms,,"Near Pujara Malleppa Land,  Harakanalu-Kunchuru Road",14.846285,75.842319,07:52:35 AM
Vijayanagara,Harapanahalli PS,10986011520230133,2023,1,2,Road Accidents,Narrow road,Rural Areas,Open area,Straight and flat,Human Error,Yes,Grievous Injury,Vehicle to Vehicle,Uncontrolled,Straight and flat,Major District Road,Bitumen(Tar),Dry,Not Applicable,Fine,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Harapanahalli Kotturu Road,Bus Stand,,30 met,,Harapanahalli-Kotturu Road Near Hombalgatte Cross,14.795058,75.987845,01:20:33 AM
Vijayanagara,Harapanahalli PS,10986011520230150,2023,1,1,Not Applicable,Narrow road,Rural Areas,Open area,Other,Not Applicable,No,Grievous Injury,Hit pedestrian,Not at  Junction,Others,Others,Bitumen(Tar),Dry,Not Applicable,Fine,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,25,25,,15,,..............,15.258979,75.645646,02:27:52 AM
Vijayanagara,Harapanahalli PS,10986011520230213,2023,1,1,Rail Road Accidents,Cross roads,Rural Areas,In bazaar,Straight and flat,Human Error,No,Simple Injury,Others,No signal lights,Others,Others,Bitumen(Tar),Dry,Not Applicable,Fine,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Road Accident,Village Road,village road,10KM,,ಪಂಚನಾಮೆ ಜರುಗಿಸಿದೆ,14.864547,75.945335,06:30:44 PM
Vijayanagara,Harapanahalli PS,10986011520230231,2023,1,1,Road Accidents,Narrow road,Rural Areas,Open area,Straight and flat,Human Error,Not Applicable,Fatal,Others,Uncontrolled,Straight and flat,State Highway,Bitumen(Tar),Dry,Not Applicable,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Skidding or Self accident,Near Nandi Resort,Near Nandi Resort,,06 Kms,,"On SH-25, Near Nandi Resort, Mrunthyunjayappa Land, Harapanahalli-Hosapete Road.",14.850987,76.002884,03:09:57 PM
Vijayanagara,Harapanahalli PS,10986011520230091,2023,1,2,Road Accidents,Narrow road,Rural Areas,Open area,Other,Human Error,No,Grievous Injury,Vehicle to Vehicle,Uncontrolled,Others,State Highway,Bitumen(Tar),Dry,Not Applicable,Fine,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Harapanahalli Hoapet Thar Road,Near Bagali Cross,,4 Kms,,ಹರಪನಹಳ್ಳಿ ಹೊಸಪೇಟೆ ತಾರ ರಸ್ತೆಯ ಶೃಂಗಾರತೋಟ ಗ್ರಾಮದ ಹತ್ತಿರ ತಾರ್ ರಸ್ತೆಯಲ್ಲಿ,14.834462,75.999713,09:16:36 PM
Vijayanagara,Harapanahalli PS,10986011520230123,2023,1,1,Road Accidents,Other,Rural Areas,Open area,Other,Not Applicable,Not Applicable,Fatal,Others,Uncontrolled,Others,State Highway,Bitumen(Tar),Others,Not Applicable,Fine,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Harapanahalli Harihara Road,Machihalli Cross,,50 M,,ಹರಪನಹಳ್ಳಿ ಹರಿಹರ ರೋಡ್,14.745113,75.916252,03:59:41 AM
Vijayanagara,Harapanahalli PS,10986011520230170,2023,1,2,Road Accidents,Narrow road,Rural Areas,Open area,Other,Human Error,Not Applicable,Fatal,Vehicle to Vehicle,Uncontrolled,Others,State Highway,Bitumen(Tar),Others,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Rear end,"Near Parashuram House Yallapura Village, Harapanahalli-Holalu Road",Near Parashuram House Yallapura Village,,05 Kms,,"On SH-150, Near Parashuram House Yallapura Village, Harapanahalli-Holalu Road.",14.79978,75.961988,10:40:31 PM
Vijayanagara,Harapanahalli PS,10986011520230185,2023,1,1,Road Accidents,Narrow road,Rural Areas,Near School or College,Other,Human Error,Not Applicable,Fatal,Others,Uncontrolled,Others,State Highway,Bitumen(Tar),Dry,Not Applicable,Fine,Others,Centre Broken Line,Centre Broken Line,Concrete,Rear end,Near Kulahalli Cross,Near Kulahalli Cross,,10 Kms,,"On SH-47, Near Kulahalli Cross, Gonibasaveshwara High School, Harapanahalli-Hadagali Road.",14.854298,75.959857,04:34:08 PM
Vijayanagara,Harapanahalli PS,10986011520230204,2023,1,1,Road Accidents,Narrow road,Rural Areas,Open area,Straight and flat,Human Error,Not Applicable,Fatal,Others,Uncontrolled,Straight and flat,State Highway,Bitumen(Tar),Others,Not Applicable,Fine,Others,Centre Broken Line,Centre Broken Line,Concrete,Side swipe,"Near Venkateshappa Land, Adavihalli Cross,",Near Venkateshappa Land,,05 Kms,,"Near Venkateshappa Land, Adavihalli Cross,  Harapanahalli-Arasikere Road",14.75725,76.018616,09:09:59 PM
Vijayanagara,Harapanahalli PS,10986011520230242,2023,1,1,Road Accidents,Narrow road,Rural Areas,Residential area,Straight and flat,Human Error,Not Applicable,Fatal,Hit animal,Uncontrolled,Curve,State Highway,Bitumen(Tar),Others,Not Applicable,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Skidding or Self accident,"SH-47, Near Erammaji Basappagouda Farmhouse",Infront of Erammaji Basappagouda Formhouse,,5 kms,,"Near Erammaji Basappagouda Farmhouse,  Harapanahalli-Arasikere Road",14.772094,76.004545,06:34:38 PM
Vijayanagara,Harapanahalli PS,10986011520230248,2023,1,2,Road Accidents,Narrow road,Rural Areas,Near Bus stop,Other,Human Error,Not Applicable,Fatal,Vehicle to Vehicle,Uncontrolled,Others,State Highway,Bitumen(Tar),Others,Not Applicable,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Head on,In Middle of  Machihalli Cross & G Dadapura Cross,In Middle of  Machihalli Cross & G Dadapura Cross,,20,,"On SH-25, In Middle of  Machihalli Cross & G Dadapura Cross, Harapanahalli-Harihara Road",14.781816,75.928114,07:15:27 AM
Vijayanagara,Harapanahalli PS,10986011520230208,2023,1,2,Road Accidents,Curves,Rural Areas,Residential area,Curve,Human Error,No,Fatal,Vehicle to Vehicle,Uncontrolled,Slight Curve,State Highway,Bitumen(Tar),Others,Not Applicable,Fine,Others,Centre Broken Line,Centre Broken Line,Concrete,Head on,Kanivihalli Village,Infront of Thukarani Basavarajapp HouseKanivihalli Village,,10 Kms,,"On SH-25, Infront of Thukarani Basavarajapp House, Kanivihalli Village, Harapanahalli-Hosapete Road",14.799888,75.984615,06:02:41 PM
Vijayanagara,Hirehadagali PS,10445150920200007,2020,1,2,Road Accidents,Other,Rural Areas,Open area,Other,Human Error,No,Grievous Injury,Vehicle to Vehicle,Uncontrolled,Others,State Highway,Bitumen(Tar),Others,Not Applicable,Fine,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Holalu - Hirehadagali  Main Road Near Mudigere Bhimappa House,Near Mudigere Bhimappa House,Near Mudigere Bhimappa House,15,,ಹಿರೇಹಡಗಲಿ-ಹೊಳಲು ಮುಖ್ಯ ರಸ್ತೆಯಲ್ಲಿ  ಹೊಳಲು ಗ್ರಾಮದ ಮುದಿಗೇರಿ ಭೀಮಪ್ಪ ರವರ ಮನೆಯ  ಮುಂದೆ ರಸ್ತೆಯಲ್ಲಿ,14.844044,75.714527,07:22:04 AM
Vijayanagara,Hirehadagali PS,10445150920200028,2020,1,2,Road Accidents,Narrow road,Rural Areas,Open area,Other,Human Error,No,Fatal,Vehicle to Vehicle,Uncontrolled,Others,State Highway,Bitumen(Tar),Dry,Not Applicable,Fine,Others,Centre Broken Line,Others,Concrete,Others,Hirehadagali-Holalu Main Roed Near Hirehadagali Mabusab land,1,2,2Km,,ಹೀರೆಹಡಗಲಿ-ಹೊಳಲು ಮುಖ್ಯ ರಸ್ತೆಯ ಹೀರೆಹಡಗಲಿ ಮಾಬುಸಾಬ್ ರವರ ಹೊಲದ ಹತ್ತಿರ ರಸ್ತೆಯಲ್ಲಿ,14.921633,75.823668,02:45:15 PM
Vijayanagara,Hirehadagali PS,10445150920210084,2021,1,2,Road Accidents,Other,Rural Areas,Open area,Other,Not Applicable,Not Applicable,Fatal,Others,Uncontrolled,Others,Others,Bitumen(Tar),Others,Not Applicable,Fine,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Hirehadagali Kolachi Road,Sunnada Gumbi,,20M,,ಹಿರೇಹಡಗಲಿ ಕೊಳಚಿ ರಸ್ತೆಯ ಸುಣ್ಣದ ಗುಂಬಿ ಹತ್ತಿರ,14.917603,75.833852,02:45:00 PM
Vijayanagara,Hirehadagali PS,10445150920210034,2021,1,1,Road Accidents,Curves,Rural Areas,Open area,Curve,Human Error,No,Fatal,Others,Uncontrolled,Curve,Others,Bitumen(Tar),Dry,Not Applicable,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Harapanhalli- Holalu Thar Road,Near Hill,,25 KMs,,ಹಿರೇ ಹಡಗಲಿ ಪೊಲೀಸ್ ಠಾಣಾ ಸರಹದ್ದಿನ ಹರಪನಹಳ್ಳಿ-ಹೊಳಲು ತಾರ್ ರಸ್ತೆಯ ಹ್ಯಾರಡ ಗ್ರಾಮದ ಸಮೀಪ ಕಾಯ್ದಿಟ್ಟ ಅರಣ್ಯ ಪ್ರದೇಶದ ಹತ್ತಿರ ರಸ್ತೆಯಲ್ಲಿ,14.820858,75.785281,05:57:08 PM
Vijayanagara,Hirehadagali PS,10445150920210081,2021,1,1,Road Accidents,Other,Rural Areas,In bazaar,Other,Not Applicable,Not Applicable,Fatal,Others,Uncontrolled,Others,Others,Concrete,Others,Not Applicable,Fine,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Haravi Village,Sri Beeralingeswara Temple,,10M,,ಹರವಿ ಗ್ರಾಮದ ಶ್ರೀ ಬೀರಲಿಂಗೇಶ್ವರ ದೇವಸ್ಥಾನಹ ಬಳಿ ಸಿಸಿ ರಸ್ತೆಯಲ್ಲಿ,14.732168,75.71068,11:52:30 AM
Vijayanagara,Hirehadagali PS,10445150920210050,2021,1,1,Road Accidents,Other,Rural Areas,Open area,Other,Not Applicable,Not Applicable,Fatal,Others,Uncontrolled,Others,State Highway,Bitumen(Tar),Dry,Not Applicable,Fine,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Hire Hadagali Holalu Road,Giriyapura mtha,,200 M,,ಹಿರೇ ಹಡಗಲಿ ಹೊಳಲು ಮುಖ್ಯ ರಸ್ತೆಯಲ್ಲಿ ಗಿರಿಯಾಪುರ ಮಠ ಹಳ್ಳದ ಹತ್ತಿರ ರಸ್ತೆಯಲ್ಲಿ,14.892951,75.770316,03:32:21 AM
